Mileage,EngineCapacity,Price,Color_White,Color_Black,Color_Silver,Color_Solid White,Color_Grey,BodyType_Hatchback,BodyType_Sedan,BodyType_Crossover,BodyType_SUV,BodyType_Mini Van,RegisteredIn_Islamabad,RegisteredIn_Lahore,RegisteredIn_Punjab,RegisteredIn_Karachi,RegisteredIn_Sindh,Region_Punjab,Region_Sindh,Region_Islamabad,Region_KPK,Region_Balochistan,type_Petrol,type_Hybrid,type_Diesel,type_CNG,type_LPG,Is_Automatic,Is_Local,Age
50000.0,660.0,2775000.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3.0
130000.0,800.0,730000.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16.0
120000.0,1600.0,5200000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,5.0
174500.0,1800.0,4350000.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,15.0
110000.0,1000.0,2550000.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,13.0
24247.0,800.0,1500000.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3.0
70000.0,1800.0,5950000.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,17.0
32500.0,1800.0,7380000.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2.0
61000.0,1500.0,8200000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6.0
12000.0,659.0,3625000.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4.0
71000.0,1500.0,7200000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.0
93000.0,660.0,1925000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,14.0
34800.0,996.0,5100000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0
80000.0,1000.0,1095000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,17.0
1.0,2000.0,10900000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.0
19000.0,660.0,3075000.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1.0
93.0,1500.0,5150000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3.0
35000.0,660.0,4050000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0
125000.0,1600.0,1385000.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28.0
40450.0,796.0,1100000.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,9.0
91000.0,1500.0,4750000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11.0
145250.0,1800.0,2550000.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,15.0
128000.0,1000.0,650000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,40.0
205000.0,2500.0,4200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,20.0
30790.0,796.0,969999.9999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,12.0
27855.0,1600.0,5600000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,3.0
